doc_text,name,lat,lon,country_code3,admin1_name,admin2_name,feature_code,start_char,end_char
S/2023/967_PAR_66_SEN_2,"The workshop was facilitated by an expert who has helped countries across the Middle East and North Afric a region develop their youth policies, and was attended by 11 participants.",Middle East,33.13906,35.85869,NA,,,RGN,74,89
S/2023/967_PAR_66_SEN_2,"The workshop was facilitated by an expert who has helped countries across the Middle East and North Afric a region develop their youth policies, and was attended by 11 participants.",South Africa,-29.0,24.0,ZAF,,,PCLI,94,105
S/2023/967_PAR_67_SEN_3,"The Office for the Coordination of Humanitarian Affairs deployed a disaster assessment and coordination team to eastern Libya within 24 hours after the disaster to support the humanitarian response, as well as a surge team to strengthen its presence and coordination efforts with local partners.",Libya,28.0,17.0,LBY,,,PCLI,120,125
S/2023/967_PAR_67_SEN_4,"As at 30 Septemb er, the humanitarian response was fully operationalized, with coordination mechanisms functioning in Benghazi and Bayda’.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,118,126
S/2023/967_PAR_67_SEN_4,"As at 30 Septemb er, the humanitarian response was fully operationalized, with coordination mechanisms functioning in Benghazi and Bayda’.",Al Bayḑā’,32.76272,21.75506,LBY,Al Jabal al Akhḑar,,PPLA,131,136
S/2023/967_PAR_67_SEN_5,The United Nations in Libya also continued to implement the United Nations Sustainable Development Cooperation Framework for the perio d 2023 –2025 as the overarching strategy supporting transition from humanitarian to development and peacebuilding actions to advance the Sustainable Development Goals in Libya.,Libya,28.0,17.0,LBY,,,PCLI,22,27
S/2023/967_PAR_67_SEN_5,The United Nations in Libya also continued to implement the United Nations Sustainable Development Cooperation Framework for the perio d 2023 –2025 as the overarching strategy supporting transition from humanitarian to development and peacebuilding actions to advance the Sustainable Development Goals in Libya.,Libya,28.0,17.0,LBY,,,PCLI,305,310
S/2023/967_PAR_68_SEN_1,"Based on severa l inter -agency visits to the areas affected by Storm Daniel, including four missions by the Deputy Special Representative, Resident Coordinator and Humanitarian Coordinator , humanitarian needs were assessed as localized and confined to Darnah and several n earby locations in eastern Libya.",Darnah,32.76704,22.63669,LBY,Darnah,,PPLA,254,260
S/2023/967_PAR_68_SEN_1,"Based on severa l inter -agency visits to the areas affected by Storm Daniel, including four missions by the Deputy Special Representative, Resident Coordinator and Humanitarian Coordinator , humanitarian needs were assessed as localized and confined to Darnah and several n earby locations in eastern Libya.",Libya,28.0,17.0,LBY,,,PCLI,302,307
S/2023/967_PAR_68_SEN_3,"As at 17 October, the Libya flash appeal ($71.4 million), wh ich is aimed at supporting identified priorities in health; water, sanitation and hygiene; mental health and psychosocial support; and non -food items and education, was funded at 43 per cent.",Libya,28.0,17.0,LBY,,,PCLI,22,27
S/2023/967_PAR_70_SEN_1,"Building on its collaboration with the Ministry of Planning to support the Benghazi and Darnah Reconstruction Fund and the Murzuq Fund, on 26 October, UNDP developed a new partnership with the Si rte Construction Fund, a fund led by Libya, to rebuild and rehabilitate areas affected by conflict.",Libya,28.0,17.0,LBY,,,PCLI,233,238
S/2023/967_PAR_71_SEN_1,The United Nations maintained an average presence of around 183 international staff members in Libya and 10 internat ional staff members in Tunisia.,Libya,28.0,17.0,LBY,,,PCLI,95,100
S/2023/967_PAR_71_SEN_1,The United Nations maintained an average presence of around 183 international staff members in Libya and 10 internat ional staff members in Tunisia.,Republic of Tunisia,34.0,9.0,TUN,,,PCLI,140,147
S/2023/967_PAR_71_SEN_2,"UNSMIL international staff in Tripoli continued to be accommodated at the Oea compound, protected by the United Nations Guard Unit, with a troop strength of 234, which also provides for a level 1 plus hospital, a coronavirus disease (COVID -19) care team and four canines.",Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,30,37
S/2023/967_PAR_71_SEN_3,"In Benghazi, staff continued to operate from the United Nations hub.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,3,11
S/2023/967_PAR_71_SEN_4,Discussions continued on establishing safe and secure office premises in Sirte and Page 14 Sabha to enable the deployment of UNSMIL ceasefire monit ors to Sirte and enhance United Nations programmes in the central and southern regions of the country.,Sirte,31.20892,16.58866,LBY,Surt,,PPLA,73,78
S/2023/967_PAR_71_SEN_4,Discussions continued on establishing safe and secure office premises in Sirte and Page 14 Sabha to enable the deployment of UNSMIL ceasefire monit ors to Sirte and enhance United Nations programmes in the central and southern regions of the country.,Sirte,31.20892,16.58866,LBY,Surt,,PPLA,155,160
S/2023/967_PAR_72_SEN_2,"In this operating context, the United Nations in Libya maintained a robust securit y presence in Tripoli and continued its engagement with Libyan security actors and international partners.",Libya,28.0,17.0,LBY,,,PCLI,49,54
S/2023/967_PAR_72_SEN_2,"In this operating context, the United Nations in Libya maintained a robust securit y presence in Tripoli and continued its engagement with Libyan security actors and international partners.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,97,104
S/2023/967_PAR_72_SEN_3,"In the aftermath of Storm Daniel, UNSMIL activated the crisis management team and deployed additional security staff to Benghazi to provide informati on, analysis and threat assessments on the situation in the east.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,120,128
S/2023/967_PAR_72_SEN_4,Its close protection unit supported the missions of United Nations agencies to Darnah and Bayda’.,Darnah,32.76704,22.63669,LBY,Darnah,,PPLA,79,85
S/2023/967_PAR_72_SEN_4,Its close protection unit supported the missions of United Nations agencies to Darnah and Bayda’.,Al Bayḑā’,32.76272,21.75506,LBY,Al Jabal al Akhḑar,,PPLA,90,95
S/2023/967_PAR_73_SEN_3,"In the context of the humanitarian emergency in eastern Libya, UNSMIL prioritized crisis response and management and the increase of its security footprint and other enabling capacities in Benghazi to support the delivery of humanitarian assistance.",Libya,28.0,17.0,LBY,,,PCLI,56,61
S/2023/967_PAR_73_SEN_3,"In the context of the humanitarian emergency in eastern Libya, UNSMIL prioritized crisis response and management and the increase of its security footprint and other enabling capacities in Benghazi to support the delivery of humanitarian assistance.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,189,197
S/2023/967_PAR_75_SEN_1,"The Darnah disaster is unprecedented in the recorded history of Libya, with a massive loss of life, livelihoods and infrastructure.",Darnah,32.76704,22.63669,LBY,Darnah,,PPLA,4,10
S/2023/967_PAR_75_SEN_1,"The Darnah disaster is unprecedented in the recorded history of Libya, with a massive loss of life, livelihoods and infrastructure.",Libya,28.0,17.0,LBY,,,PCLI,64,69
S/2023/967_PAR_75_SEN_3,"As the country faces increasing challenges due to the increasing impact of climate change, the Darnah tragedy illustrates the urgent need for unified political decision -making at the national level.",Darnah,32.76704,22.63669,LBY,Darnah,,PPLA,95,101
S/2023/967_PAR_75_SEN_4,This catastrophe should serve as a wake -up call to all stakeholders in Libya to come together and re ach agreement on a binding political settlement that paves the way for a peaceful electoral process – the only way to provide the country with unified legitimate institutions and a future of peace .,Libya,28.0,17.0,LBY,,,PCLI,72,77
S/2023/967_PAR_76_SEN_1,"The outpouring of unity, solidarity and support shown by Libyans from all corners of the country at the onset of the humanitarian crisis generated hope for united action on the reconstruction of Darnah and its surrounding areas.",Darnah,32.76704,22.63669,LBY,Darnah,,PPLA,195,201
S/2023/967_PAR_76_SEN_2,"I call on the political leaders and institutions of Libya to establish a unified national platform to coordinate reconstruction efforts, effectively integrating representatives of affected communities and their voices and perspectives.",Libya,28.0,17.0,LBY,,,PCLI,52,57
S/2023/967_PAR_79_SEN_1,"The recurrence of armed clashes in densely populated areas of Tripoli, Benghazi and Gharyan is highly worrying.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,62,69
S/2023/967_PAR_79_SEN_1,"The recurrence of armed clashes in densely populated areas of Tripoli, Benghazi and Gharyan is highly worrying.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,71,79
S/2023/967_PAR_79_SEN_1,"The recurrence of armed clashes in densely populated areas of Tripoli, Benghazi and Gharyan is highly worrying.",Gharyan,32.17222,13.02028,LBY,Jabal al Gharbi,,PPLA,84,91
S/2023/967_PAR_79_SEN_4,"Moreover, developments in the Niger and the Sudan, as well as hostilities at the border between Libya and Chad, have raised concern about the potential destabilizing effects on Libya.",Republic of Niger,18.0,9.0,NER,,,PCLI,30,35
S/2023/967_PAR_79_SEN_4,"Moreover, developments in the Niger and the Sudan, as well as hostilities at the border between Libya and Chad, have raised concern about the potential destabilizing effects on Libya.",Republic of the Sudan,16.0,30.0,SDN,,,PCLI,44,49
S/2023/967_PAR_79_SEN_4,"Moreover, developments in the Niger and the Sudan, as well as hostilities at the border between Libya and Chad, have raised concern about the potential destabilizing effects on Libya.",Libya,28.0,17.0,LBY,,,PCLI,96,101
S/2023/967_PAR_79_SEN_4,"Moreover, developments in the Niger and the Sudan, as well as hostilities at the border between Libya and Chad, have raised concern about the potential destabilizing effects on Libya.",Republic of Chad,15.0,19.0,TCD,,,PCLI,106,110
S/2023/967_PAR_79_SEN_4,"Moreover, developments in the Niger and the Sudan, as well as hostilities at the border between Libya and Chad, have raised concern about the potential destabilizing effects on Libya.",Libya,28.0,17.0,LBY,,,PCLI,177,182
S/2023/967_PAR_80_SEN_1,"I remain deeply concerned about widespread violations o f international law, including human rights law, in Libya and the lack of accountability for perpetrators.",Libya,28.0,17.0,LBY,,,PCLI,108,113
S/2023/967_PAR_81_SEN_4,The continued expulsion of migrants and asylum -seekers from Libya to neighbouring countries is prohibited under international law and must cease.,Libya,28.0,17.0,LBY,,,PCLI,61,66
S/2023/967_PAR_81_SEN_5,"I reiterate that Libya is not a safe port of disembarkation and that any refugees and migrants intercepted along the central Mediterranean route should be assigned a safe port of disembarkation, in accordance with the law of the sea, international maritime law, international human rig hts law and refugee law .",Libya,28.0,17.0,LBY,,,PCLI,17,22
S/2023/967_PAR_81_SEN_5,"I reiterate that Libya is not a safe port of disembarkation and that any refugees and migrants intercepted along the central Mediterranean route should be assigned a safe port of disembarkation, in accordance with the law of the sea, international maritime law, international human rig hts law and refugee law .",Mediterranean Sea,35.0,20.0,NA,,,SEA,125,138
S/2023/967_PAR_82_SEN_1,Resolving the crisis in Libya necessitates active leadership and ownership by the Libyan people.,Libya,28.0,17.0,LBY,,,PCLI,24,29
S/2023/967_PAR_83_SEN_2,"I reiterate my gratitude to the United Nations Guard Unit in Libya, generously provided by the Government of Nepal.",Libya,28.0,17.0,LBY,,,PCLI,61,66
S/2024/301_PAR_1_SEN_1,"The present report, submitted pursuant to Security Council resolutions 2510 (2020) , 2542 (2020) , 2570 (2021) , 2647 (2022) , 2656 (2022) and 2702 (2023) , covers political, security and economic developments in Libya.",Libya,28.0,17.0,LBY,,,PCLI,213,218
S/2024/301_PAR_2_SEN_1,"The Special Representative of the Secretary -General for Libya and Head of UNSMIL, Abdoulaye Bathily, pursued his efforts to convene the main Libyan actors under UNSMIL auspices to facilitate a political settlement that would pave the way for the holding of transparent and inclusive presidential and legislative elections.",Libya,28.0,17.0,LBY,,,PCLI,57,62
S/2024/301_PAR_2_SEN_4,"In addition, he continued his engagement with security actors across Libya to discuss ways to mitigate the risk of spillover from crises in neighbouring countries and to establish the conditions for a safe environment for elections.",Libya,28.0,17.0,LBY,,,PCLI,69,74
S/2024/301_PAR_3_SEN_1,"The deadlock in the political process, coupled with a deteriorating economy, led to protests in various locations in western Libya, primarily Misratah and Zawiyah, against the Government of National Unity.",Libya,28.0,17.0,LBY,,,PCLI,125,130
S/2024/301_PAR_3_SEN_1,"The deadlock in the political process, coupled with a deteriorating economy, led to protests in various locations in western Libya, primarily Misratah and Zawiyah, against the Government of National Unity.",Mişrātah,32.37535,15.09254,LBY,Mişrātah,,PPLA,142,150
S/2024/301_PAR_3_SEN_1,"The deadlock in the political process, coupled with a deteriorating economy, led to protests in various locations in western Libya, primarily Misratah and Zawiyah, against the Government of National Unity.",Al Bayḑā’,32.76272,21.75506,LBY,Al Jabal al Akhḑar,,PPLA,155,162
S/2024/301_PAR_4_SEN_1,"Tensions between Libyan actors and institutions in the east and the west continued in the aftermath of Storm Daniel, which hit eastern Libya in September Page 2 2023, including because of disagreement over the managemen t of reconstruction funds.",Libya,28.0,17.0,LBY,,,PCLI,135,140
S/2024/301_PAR_4_SEN_2,"At a press conference on 3 January, the Attorney -General, Siddiq Al Sour, announced that investigations had found negligence in the maintenance of the two dams that had collapsed in Darnah on 10 and 11 September 2023, and that pr oposals for the construction of a third dam had been ignored.",Darnah,32.76704,22.63669,LBY,Darnah,,PPLA,183,189
S/2024/301_PAR_4_SEN_3,"To date, 16 officials, including the mayor of Darnah, had been charged with malpractice.",Darnah,32.76704,22.63669,LBY,Darnah,,PPLA,46,52
S/2024/301_PAR_4_SEN_5,"Demonstrations were also reported in several locations in southern Libya, during which demands were made for improved infrastructure and public services, in particular the supply of electricity and fuel.",Libya,28.0,17.0,LBY,,,PCLI,67,72
S/2024/301_PAR_4_SEN_6,"In the western region, demonstrations took place in Tripoli on 11 March and Misrata o n 19 March, amid the decline in the value of the Libyan dinar, limitations on access to foreign currencies and an unpopular surcharge imposed on official currency sales.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,52,59
S/2024/301_PAR_9_SEN_3,He also warned of the potential consequences if the parties failed to reach an agreement and urged leaders to come together in the spirit of compromise for the sake of peace and stability in Libya.,Libya,28.0,17.0,LBY,,,PCLI,191,196
S/2024/301_PAR_10_SEN_2,"In Be nghazi on 11 and 12 December, the Special Representative met with representatives of political parties and social councils, respectively, who shared their perspectives on ways to build intra -Libyan consensus to advance the political process.",Beersheba,31.25181,34.7913,ISR,Southern District,,PPLA,3,12
S/2024/301_PAR_10_SEN_3,"At a meeting w ith UNSMIL in Tripoli on 13 December, 15 youth activists, including 9 women, shared their proposals to overcome the political deadlock.",Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,29,36
S/2024/301_PAR_10_SEN_4,"In addition, they recommended introducing a youth quota in parliament and other measures to enable young people to contr ibute to shaping the future of Libya.",Libya,28.0,17.0,LBY,,,PCLI,152,157
S/2024/301_PAR_10_SEN_5,"On 14 March, the Special Representative visited Bani Walid, where he met with members of the municipal council and the social council, as well as representatives of academia, political parties, women and youth groups, all of whom shared their sense of marginalization and reported on their efforts towards reconciliation.",Bani Walid,31.74554,13.98354,LBY,Mişrātah,,PPL,48,58
S/2024/301_PAR_12_SEN_1,"On 10 March, the President of t he Presidential Council, the Speaker and the President of the High State Council met in Cairo, under the auspices of the League of Arab States.",Cairo,30.06263,31.24967,EGY,Cairo,,PPLC,120,125
S/2024/301_PAR_13_SEN_1,"As part of UNSMIL efforts to advance the securi ty track, the Special Representative met with military and security actors across Libya, including the 5+5 Joint Military Commission and representatives of security actors from the western region.",Libya,28.0,17.0,LBY,,,PCLI,130,135
S/2024/301_PAR_15_SEN_6,International Follow -up Committee on Libya of the Berlin process,Berlin,52.52437,13.41053,DEU,Berlin,,PPLC,51,57
S/2024/301_PAR_16_SEN_1,The International Follow -up Committee on Libya of the Berlin process and its working groups continued to serve as the overall framework for international support to the intra -Libyan dialogue tracks.,Berlin,52.52437,13.41053,DEU,Berlin,,PPLC,55,61
S/2024/301_PAR_17_SEN_1,"On 6 and 7 February, the co -chairs of the working group on international humanitarian law and human rights – the Kingdom of the Netherlands, Switzerland and the United Nations – participated in a round table on freedom of association in Libya, under the auspic es of the Special Rapporteur on the rights to freedom of peaceful assembly and association.",Switzerland,47.00016,8.01427,CHE,,,PCLI,142,153
S/2024/301_PAR_17_SEN_1,"On 6 and 7 February, the co -chairs of the working group on international humanitarian law and human rights – the Kingdom of the Netherlands, Switzerland and the United Nations – participated in a round table on freedom of association in Libya, under the auspic es of the Special Rapporteur on the rights to freedom of peaceful assembly and association.",Libya,28.0,17.0,LBY,,,PCLI,238,243
S/2024/301_PAR_17_SEN_3,"Participants highlighted the importance of expanding civic space in Libya and creating the conditions for a successful political transition, in which all Libyans have the opportunity to sha pe the country ’s future.",Libya,28.0,17.0,LBY,,,PCLI,68,73
S/2024/301_PAR_18_SEN_1,"On 6 March, the Special Representative met with the Security Working Group co-chairs (France, Italy, Türkiye, the United Kingdom of Great Britain and Northern Ireland and the African Union) of the Berlin Process to discuss how to harness the efforts of the international community in support of the security track.",Republic of France,46.0,2.0,FRA,,,PCLI,86,92
S/2024/301_PAR_18_SEN_1,"On 6 March, the Special Representative met with the Security Working Group co-chairs (France, Italy, Türkiye, the United Kingdom of Great Britain and Northern Ireland and the African Union) of the Berlin Process to discuss how to harness the efforts of the international community in support of the security track.",Italian Republic,42.83333,12.83333,ITA,,,PCLI,94,99
S/2024/301_PAR_18_SEN_1,"On 6 March, the Special Representative met with the Security Working Group co-chairs (France, Italy, Türkiye, the United Kingdom of Great Britain and Northern Ireland and the African Union) of the Berlin Process to discuss how to harness the efforts of the international community in support of the security track.",Republic of Turkey,39.0,35.0,TUR,,,PCLI,101,108
S/2024/301_PAR_18_SEN_1,"On 6 March, the Special Representative met with the Security Working Group co-chairs (France, Italy, Türkiye, the United Kingdom of Great Britain and Northern Ireland and the African Union) of the Berlin Process to discuss how to harness the efforts of the international community in support of the security track.",United Kingdom of Great Britain and Northern Ireland,54.75844,-2.69531,GBR,,,PCLI,110,128
S/2024/301_PAR_18_SEN_1,"On 6 March, the Special Representative met with the Security Working Group co-chairs (France, Italy, Türkiye, the United Kingdom of Great Britain and Northern Ireland and the African Union) of the Berlin Process to discuss how to harness the efforts of the international community in support of the security track.",United Kingdom of Great Britain and Northern Ireland,54.75844,-2.69531,GBR,,,PCLI,132,145
S/2024/301_PAR_18_SEN_1,"On 6 March, the Special Representative met with the Security Working Group co-chairs (France, Italy, Türkiye, the United Kingdom of Great Britain and Northern Ireland and the African Union) of the Berlin Process to discuss how to harness the efforts of the international community in support of the security track.",Northern Ireland,54.5,-6.5,GBR,Northern Ireland,,ADM1,150,166
S/2024/301_PAR_18_SEN_1,"On 6 March, the Special Representative met with the Security Working Group co-chairs (France, Italy, Türkiye, the United Kingdom of Great Britain and Northern Ireland and the African Union) of the Berlin Process to discuss how to harness the efforts of the international community in support of the security track.",,,,,,,,171,188
S/2024/301_PAR_18_SEN_2,Agreement was reached on the need to maintain momentum in preserving the gains achieved on the security track and to convene a Security Working Group meeting in Libya a s soon as possible.,Libya,28.0,17.0,LBY,,,PCLI,161,166
S/2024/301_PAR_20_SEN_1,"On 5 February, the Special Representative attended a summit of the African Union High -Level Committee on Libya, in Brazzaville, to review the status of the national reconciliation process in Libya.",Brazzaville,-4.26613,15.28318,COG,Brazzaville,,PPLC,116,127
S/2024/301_PAR_20_SEN_1,"On 5 February, the Special Representative attended a summit of the African Union High -Level Committee on Libya, in Brazzaville, to review the status of the national reconciliation process in Libya.",Libya,28.0,17.0,LBY,,,PCLI,192,197
S/2024/301_PAR_20_SEN_2,"In his remarks, the Special Representative underscored the imp ortance of the African Union ’s continued support to Libya.",Libya,28.0,17.0,LBY,,,PCLI,116,121
S/2024/301_PAR_20_SEN_3,He further encouraged the deployment of an African Union team of experts to Libya to provide enhanced technical support to the Libyan -led national reconciliation process.,Libya,28.0,17.0,LBY,,,PCLI,76,81
S/2024/301_PAR_20_SEN_4,"On 26 and 27 February, UNS MIL, in partnership with the Presidential Council, convened a conference in Tripoli to foster an inclusive, rights -based and victim - centred transitional justice and reconciliation process in Libya.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,103,110
S/2024/301_PAR_20_SEN_4,"On 26 and 27 February, UNS MIL, in partnership with the Presidential Council, convened a conference in Tripoli to foster an inclusive, rights -based and victim - centred transitional justice and reconciliation process in Libya.",Libya,28.0,17.0,LBY,,,PCLI,221,226
S/2024/301_PAR_20_SEN_5,"Mr. Al Lafi chaired the conference, which was attended by representatives of the House of Representatives, the High State Council and over 95 representatives of victims and civil society activists from across Libya.",Libya,28.0,17.0,LBY,,,PCLI,209,214
S/2024/301_PAR_21_SEN_1,"From 6 to 10 December, forces affiliated with the Government of National Unity, on their way to secure the Ghadamis -Dabdab crossing point at the border with Algeria, were reportedly stopped in Zintan by forces aligned with Major General Osama al -Juwaili.",,,,,,,,107,123
S/2024/301_PAR_21_SEN_1,"From 6 to 10 December, forces affiliated with the Government of National Unity, on their way to secure the Ghadamis -Dabdab crossing point at the border with Algeria, were reportedly stopped in Zintan by forces aligned with Major General Osama al -Juwaili.",People’s Democratic Republic of Algeria,28.0,3.0,DZA,,,PCLI,158,165
S/2024/301_PAR_21_SEN_1,"From 6 to 10 December, forces affiliated with the Government of National Unity, on their way to secure the Ghadamis -Dabdab crossing point at the border with Algeria, were reportedly stopped in Zintan by forces aligned with Major General Osama al -Juwaili.",Zintan,31.93155,12.25291,LBY,Jabal al Gharbi,,PPL,194,200
S/2024/301_PAR_21_SEN_2,"F ollowing discussions between the President of the Presidential Council and Major General al-Juwaili in Tripoli, the parties agreed to deploy Zintani forces affiliated with the Ministry of Interior at the border crossing point.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,105,112
S/2024/301_PAR_21_SEN_3,"In Ghadamis, small protests a gainst Zintani control of the area ensued.",Ghadāmis,30.13366,9.50072,LBY,Nālūt,,PPL,3,11
S/2024/301_PAR_21_SEN_4,Demonstrations were also reported in Nalut after the Acting Minister of Interior announced control over the Ras Jdir crossing point on the border with Tunisia on 17 December 2023.,Nālūt,31.86848,10.9812,LBY,Nālūt,,PPLA,37,42
S/2024/301_PAR_21_SEN_4,Demonstrations were also reported in Nalut after the Acting Minister of Interior announced control over the Ras Jdir crossing point on the border with Tunisia on 17 December 2023.,Aras River,40.01777,48.4532,AZE,,,STM,108,116
S/2024/301_PAR_21_SEN_4,Demonstrations were also reported in Nalut after the Acting Minister of Interior announced control over the Ras Jdir crossing point on the border with Tunisia on 17 December 2023.,Republic of Tunisia,34.0,9.0,TUN,,,PCLI,151,158
S/2024/301_PAR_21_SEN_5,"The Chief of General Staff of the Libyan Army, Lieutenant General Mohammed Al-Haddad, subsequently visited Ghadamis, Nalut and other border areas to explore operational arrangements in cooperation with local communities.",Nālūt,30.18333,10.83333,LBY,Nālūt,,ADM1,107,115
S/2024/301_PAR_21_SEN_5,"The Chief of General Staff of the Libyan Army, Lieutenant General Mohammed Al-Haddad, subsequently visited Ghadamis, Nalut and other border areas to explore operational arrangements in cooperation with local communities.",Nālūt,31.86848,10.9812,LBY,Nālūt,,PPLA,117,122
S/2024/301_PAR_22_SEN_1,"On 12 January, members of the “17 February movement for reform, combating corruption and rule of law ” – a leading Misratah -based movement in opposition to the Government of National Unity – stormed Misrata International Airport demanding the withdrawal of the Joint Operations Force from Misratah port and airport, following allegations of abuse of power and engagement in illicit activities by the Force.",Mişrātah,32.37535,15.09254,LBY,Mişrātah,,PPLA,115,123
S/2024/301_PAR_22_SEN_1,"On 12 January, members of the “17 February movement for reform, combating corruption and rule of law ” – a leading Misratah -based movement in opposition to the Government of National Unity – stormed Misrata International Airport demanding the withdrawal of the Joint Operations Force from Misratah port and airport, following allegations of abuse of power and engagement in illicit activities by the Force.",Muscat International Airport,23.6009,58.28605,OMN,Muscat,,AIRP,200,229
S/2024/301_PAR_22_SEN_1,"On 12 January, members of the “17 February movement for reform, combating corruption and rule of law ” – a leading Misratah -based movement in opposition to the Government of National Unity – stormed Misrata International Airport demanding the withdrawal of the Joint Operations Force from Misratah port and airport, following allegations of abuse of power and engagement in illicit activities by the Force.",Mişrātah,32.37535,15.09254,LBY,Mişrātah,,PPLA,290,298
S/2024/301_PAR_22_SEN_4,"The Joint Operations Force complied with the order and withdrew from Misrata International Airport in January, followed by the Deterrent Agency for Combating Organized Crime and Terrorism, whose elements left the terminal of Mitiga Int ernational Airport in February.",Muscat International Airport,23.6009,58.28605,OMN,Muscat,,AIRP,69,98
S/2024/301_PAR_22_SEN_4,"The Joint Operations Force complied with the order and withdrew from Misrata International Airport in January, followed by the Deterrent Agency for Combating Organized Crime and Terrorism, whose elements left the terminal of Mitiga Int ernational Airport in February.",Riga International Airport,56.92361,23.97111,LVA,Mārupe,Mārupes novads,AIRP,225,254
S/2024/301_PAR_23_SEN_1,"On 9 February, the Gharyan branch of the Stabilization Support Apparatus, led by commander Abdullah Al -Shukri, attacked and captured a compound of the Misratah -based and Ministry of Defence -affiliated Counter -Terrorism F orce in Gharyan.",,,,,,,,19,26
S/2024/301_PAR_23_SEN_1,"On 9 February, the Gharyan branch of the Stabilization Support Apparatus, led by commander Abdullah Al -Shukri, attacked and captured a compound of the Misratah -based and Ministry of Defence -affiliated Counter -Terrorism F orce in Gharyan.",Mişrātah,32.37535,15.09254,LBY,Mişrātah,,PPLA,152,160
S/2024/301_PAR_23_SEN_1,"On 9 February, the Gharyan branch of the Stabilization Support Apparatus, led by commander Abdullah Al -Shukri, attacked and captured a compound of the Misratah -based and Ministry of Defence -affiliated Counter -Terrorism F orce in Gharyan.",Gharyan,32.17222,13.02028,LBY,Jabal al Gharbi,,PPLA,233,240
S/2024/301_PAR_24_SEN_1,"On 12 February, armed clashes erupted between the 103rd Infantry Battalion and elements affiliated to local commander Muhammad Kashlaf, also known as “Al-Qasab ”, in Zawiyah, following the alleged killing of a member of his armed group during a counter -trafficking mission carried out by the 103rd Infantry Battalion.",Zuwayyah,32.25,45.95,IRQ,Wāsiţ,Al-Hai District,PPL,166,173
S/2024/301_PAR_24_SEN_3,"On 17 February, at least 10 people were killed in Abu Salim district in Tripoli as a result of a power struggle within the Stabilization Support Apparatus.",,,,,,,,50,59
S/2024/301_PAR_24_SEN_3,"On 17 February, at least 10 people were killed in Abu Salim district in Tripoli as a result of a power struggle within the Stabilization Support Apparatus.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,72,79
S/2024/301_PAR_24_SEN_4,"The victims included at least two members of the Stabilization Support Apparatus, along with eight of their relatives from the Mashashiyah tribe and from the city of Ujaylat, west of Zawiyah.",Al ‘Ajalāt,32.76488,36.78185,SYR,As-Suwayda,,PPL,166,173
S/2024/301_PAR_24_SEN_4,"The victims included at least two members of the Stabilization Support Apparatus, along with eight of their relatives from the Mashashiyah tribe and from the city of Ujaylat, west of Zawiyah.",Az Zāwīyah,32.7571,12.72764,LBY,Az Zāwiyah,,PPLA,183,190
S/2024/301_PAR_25_SEN_1,"On 18 March, the Tunisian -Libyan border crossing point of Ras Jdeir was closed following renewed tensions between Zuwari forces and law enforcement forces affiliated with the Ministry of Interior that had be en deployed (mainly from Tripoli) there since December as an initial security arrangement.",Republic of Iraq,33.0,44.0,IRQ,,,PCLI,59,68
S/2024/301_PAR_25_SEN_1,"On 18 March, the Tunisian -Libyan border crossing point of Ras Jdeir was closed following renewed tensions between Zuwari forces and law enforcement forces affiliated with the Ministry of Interior that had be en deployed (mainly from Tripoli) there since December as an initial security arrangement.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,234,241
S/2024/301_PAR_25_SEN_2,"On 28 March, the Chief of General Staff, Lieutenant General Al -Haddad, and representatives of the Zuwari forces agreed to deploy elements affiliated with the Ministr y of Defence to Ras Jdeir to secure the area and in preparation for its reopening.",Pskov,57.8136,28.3496,RUS,Pskov Oblast,,PPLA,183,192
S/2024/301_PAR_26_SEN_1,"In early February, media sources reported a mobilization of Libyan National Army forces (ground, air and sea) towards the city of Sirte.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,130,135
S/2024/301_PAR_26_SEN_2,"The mobilization was related to a large -scale military exercise that was conducted in a desert area east of Sirte in ea rly March under the supervision of Major General Saddam Haftar, the Libyan National Army Land Operations Forces Commander.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,109,114
S/2024/301_PAR_26_SEN_3,"Also in early March, western military forces reportedly organized a military parade and a military exercise in Misratah and the deser t area south of Bani Walid.",Mişrātah,32.37535,15.09254,LBY,Mişrātah,,PPLA,111,119
S/2024/301_PAR_26_SEN_3,"Also in early March, western military forces reportedly organized a military parade and a military exercise in Misratah and the deser t area south of Bani Walid.",Bani Walid,31.74554,13.98354,LBY,Mişrātah,,PPL,150,160
