doc_text,sentence_id
"Growth in real gross domestic product is projected to be 17.9 per cent in 2023, owing mainly to a potential increase in oil production to 1.4 million barrels per day and growth in the non -hydrocarbon sector.",S/2023/589_PAR_35_SEN_1
"Unemployment in Libya remains at 20 per cent, with youth unemployment at 50 per cent.",S/2023/589_PAR_35_SEN_2
"On 24 May, the Executive Board of the International Monetary Fund concluded its Article IV consultation with Libya.",S/2023/589_PAR_36_SEN_1
"In a press release, the Board stated that the economy of Libya was heavily reliant on oil and gas production.",S/2023/589_PAR_36_SEN_2
"The Board encouraged the autho rities of Libya to enhance transparency, strengthen institutions Page 7 and address corruption in order to promote stronger, more inclusive private sector -led growth and diversification away from hydrocarbons.",S/2023/589_PAR_36_SEN_3
"On 15 June, the Speaker of the House of Represen tatives announced the establishment of a committee tasked with developing a new concept note on restructuring the State’s general budget, including with regard to the fair distribution of revenues from the sale of natural resources.",S/2023/589_PAR_37_SEN_1
The committee is to be chaired by the Head of the National Oil Corporation.,S/2023/589_PAR_37_SEN_2
"In response, the Prime Minister issued a decree establishing an oversight committee under the Government of National Unity.",S/2023/589_PAR_37_SEN_3
Other activities of the United Nations Support Mission in Libya A.,S/2023/589_PAR_37_SEN_4
Electoral support,S/2023/589_PAR_37_SEN_5
UNSMIL and the United Nations Development Programme (UNDP) continued to support the High National Elections Commission in enhancing its technical readiness to organize elections once an agreement on the legal framework has been reach ed.,S/2023/589_PAR_38_SEN_1
The Commission is estimated to require approximately 170 days following the finalization of the electoral laws to organize the first round of elections.,S/2023/589_PAR_38_SEN_2
"On 2 May, the Board of Commissioners of the High National Elections Commission sent a letter to the Government of National Unity requesting 170 million Libyan dinars (equivalent to $35 million) for the upcoming electoral process.",S/2023/589_PAR_39_SEN_1
The amount included 145 million Libyan dinars ($30 million) for the operational budget to hold two rounds of parliamentar y and presidential elections simultaneously and 25 million Libyan dinars ($5 million) for the procurement of electronic voter identification devices.,S/2023/589_PAR_39_SEN_2
"On 14 May, the President of the Presidential Council, the Prime Minister and the Minister of Finance visit ed the Commission to discuss electoral preparations and expressed their support for the proposed budget.",S/2023/589_PAR_39_SEN_3
"On 21 and 22 May, the High National Elections Commission organized a regional conference, in Tripoli, on enhancing the participation of women in el ections.",S/2023/589_PAR_40_SEN_1
"The Minister of Women’s Affairs, Houria al -Turman, took part in the event, alongside representatives of the national and regional electoral authorities of 12 Arab countries.",S/2023/589_PAR_40_SEN_2
"The conference was part of the ongoing support provided to the Commission by UNSMIL, UNDP and the United Nations Entity for Gender Equality and the Empowerment of Women (UN -Women) to increase the participation of women in all phases of the electoral cycle.",S/2023/589_PAR_40_SEN_3
"During the conference, the Commission shared preliminary results from th e “eMonitor plus” platform, through which online violence against women in the context of elections is monitored.",S/2023/589_PAR_40_SEN_4
"Participants discussed the potential adoption of an electoral system based on proportional representation, with closed lists and a quota of se ats for women in the parliament.",S/2023/589_PAR_40_SEN_5
"They also highlighted the need to advocate with national authorities for the adoption of gender -sensitive legislation, the inclusion of women in legislative drafting committees and the establishment of a women’s support uni t in all electoral management bodies.",S/2023/589_PAR_40_SEN_6
"Following a request from the Prime Minister for additional United Nations technical assistance on elections, the Department of Political and Peacebuilding Affairs, in cooperation with UNDP, deployed an electoral te chnical mission to Libya, from 1 to 8 June.",S/2023/589_PAR_41_SEN_1
"With regard to local elections, UNDP provided technical assistance to the Central Committee for Local Elections on drafting training manuals, guidelines and operational plans and developed a logistics and di stribution plan for electoral materials.",S/2023/589_PAR_42_SEN_1
"In addition, UNDP supported engagement between the Central Committee Page 8 and civil society organizations and other electoral stakeholders by raising public awareness through videos and media campaigns.",S/2023/589_PAR_42_SEN_2
"On 27 May, local elections were held in Zuwarah and Daraj municipalities.",S/2023/589_PAR_42_SEN_3
"On 30 May, the House of Representatives issued a statement announcing its intention to amend relevant laws to transfer the duties associated with implementing local elections from the Central Com mittee for Local Elections to the High National Elections Commission.",S/2023/589_PAR_43_SEN_1
The Commission is redefining its structure so as to be able to respond to the new demand.,S/2023/589_PAR_43_SEN_2
"In the meantime, local elections in the west of the country continued to be implemented by the C entral Committee and by a parallel authority in eastern Libya.",S/2023/589_PAR_43_SEN_3
B.,S/2023/589_PAR_43_SEN_4
"Human rights, transitional justice and the rule of law",S/2023/589_PAR_43_SEN_5
Restrictions on civic space and excessive control by authorities and security actors over civil society actors increased dur ing the reporting period.,S/2023/589_PAR_44_SEN_1
"On 22 May, the Government of National Unity issued a decision establishing a committee to regulate civil society organizations on the basis of Law No.",S/2023/589_PAR_44_SEN_2
"19 of 2001, a restrictive law providing for State control over civil society ac tivities.",S/2023/589_PAR_44_SEN_3
"On 25 May, the General Authority of Endowments and Islamic Affairs issued a decree establishing a programme entitled “Guardians of Virtue” and creating national and local commissions to monitor and track what were described as “destructive belief s and intellectual and moral deviations” and to “rehabilitate and reintegrate victims of moral deviations”.",S/2023/589_PAR_44_SEN_4
"In late April, the Internal Security Agency introduced a gender - discriminatory restrictive procedure pursuant to which Libyan women travelling alone and departing from airports in the western region were required to provide information on the reasons why they were travelling abroad without a male companion, which could have the effect of restricting their right to freedom of movement.",S/2023/589_PAR_44_SEN_5
Rule of law,S/2023/589_PAR_44_SEN_6
"On 27 April, five new judges of the Supreme Court, who had been appointed by the House of Representatives, took their oath of office before the Speaker of the House, in accordance with House of Representatives resolution No.",S/2023/589_PAR_45_SEN_1
"5 of 2023, in which the authority of the House to appoint new justices was stipulated.",S/2023/589_PAR_45_SEN_2
"On 3 May, the General Assembly of the Supreme Court, based in Tripoli, refused to accept the new judges, asserting that they should first have been nominated by the General Assembly of the Supreme Court, in accordance with Law No.",S/2023/589_PAR_45_SEN_3
"6 of 1982 and the executive regulations of 2004, by which the General Assembly of the Supreme Court has the authority to nominate new justices before their appointment by the House.",S/2023/589_PAR_45_SEN_4
"A few weeks later, the Pr esidency of the Supreme Court accepted the five judges and allowed them to sit on civil panels.",S/2023/589_PAR_45_SEN_5
"On 22 April, the Court of Justice of the European Union ruled that current European Union sanctions, including a visa ban and the freezing of assets, agains t the daughter of the late former leader of Libya, Muammar Gaddafi, Aisha Muammar Gaddafi, must be lifted.",S/2023/589_PAR_46_SEN_1
UNSMIL continued to provide capacity -building assistance on the rule of law to Libyan institutions.,S/2023/589_PAR_47_SEN_1
"From 2 to 8 May, UNSMIL, in cooperation with UNDP, UN-Women and the Team of Experts on the Rule of Law and Sexual Violence in Conflict, provided training, in Benghazi, for 48 female lawyers from Benghazi, Bayda’ and Ajdabiya.",S/2023/589_PAR_47_SEN_2
"The training was focused on international standards on human rights and cri minal justice and the Libyan code of ethics for lawyers, as well as on combating violence against women and conflict -related sexual violence.",S/2023/589_PAR_47_SEN_3
"Separately, Page 9 the United Nations Children’s Fund (UNICEF), UNDP and the United Nations Office on Drugs and Crime pro vided support to strengthen the capacity of the family and child protection units of the police.",S/2023/589_PAR_47_SEN_4
"Unlawful deprivation of liberty, detention and torture",S/2023/589_PAR_47_SEN_5
UNSMIL continued to receive reports of enforced disappearances and the prolonged arbitrary detention of Libyans and non -Libyans in prisons and detention centres across the country.,S/2023/589_PAR_48_SEN_1
"The Mission also continued to receive reports of men and women detainees in all parts of Libya being subjected to ill -treatment, sexual violence, torture or sexual exploitation in exchange for water, food or other essential items.",S/2023/589_PAR_48_SEN_2
"At least 25 foreign women and their 38 children remain in prolonged detention in Judaydah prison, in Tripoli, and Kuwayfiyah prison, in Benghazi, owing to their alleged links to Da’esh.",S/2023/589_PAR_49_SEN_1
"On 30 May, UNSMIL met with five of the detainees in Judaydah prison and engaged with the authorities to address the situation of the women and children in detention, including to ensure due process, access to justice, possible relocation and educa tion for the children.",S/2023/589_PAR_49_SEN_2
"The United Nations continued to seek increased access to the facilities to provide essential life -saving services and facilitate voluntary repatriation or other solutions, in accordance with the principle of non-refoulement.",S/2023/589_PAR_49_SEN_3
"During the reporting period, the Tripoli - and Benghazi -based Internal Security Agencies arbitrarily detained several individuals, most of whose whereabouts remain unknown.",S/2023/589_PAR_50_SEN_1
"The Internal Security Agencies’ practice of extracting forced confessions from individu als in their custody and publishing them on social media continued, in violation of the country’s laws and international human rights law.",S/2023/589_PAR_50_SEN_2
"According to official statistics provided by the Ministry of Justice, on 5 May, 19,103 persons, including 216 wo men, were deprived of their liberty in 28 official prisons under the Ministry’s authority.",S/2023/589_PAR_51_SEN_1
An estimated 29 per cent of those persons were in pretrial detention and many remained in prolonged detention with limited or delayed access to justice.,S/2023/589_PAR_51_SEN_2
"Thousands of others, including Libyans, migrants and asylum -seekers, including women and children, remain in unofficial places of detention under the control of armed groups.",S/2023/589_PAR_51_SEN_3
Migrants and refugees,S/2023/589_PAR_51_SEN_4
"The humanitarian situation, human rights and protection of migrants and refugees remained of serious concern.",S/2023/589_PAR_52_SEN_1
"On 1 May, the Directorate for Combating Illegal Migration announced a countrywide campaign to arrest migrants.",S/2023/589_PAR_52_SEN_2
"Under the campaign, the homes and w orkplaces of migrants were raided and thousands of migrants, including pregnant women and children, were arrested and arbitrarily detained.",S/2023/589_PAR_52_SEN_3
"Hundreds of people, including women and children, were forcibly deported across the borders into Chad, Egypt, the Ni ger, the Sudan and Tunisia without legal review.",S/2023/589_PAR_52_SEN_4
"On 29 May, the Libyan Special Naval Forces, under the control of the Libyan National Army, reportedly intercepted a large fishing boat, off the coast of Tubruq in eastern Libya, that was suspected of in volvement in human trafficking.",S/2023/589_PAR_53_SEN_1
"On 14 June, a fishing boat carrying several hundred migrants from Tubruq to Italy capsized and sank off the coast of Greece.",S/2023/589_PAR_53_SEN_2
"The Greek authorities rescued an estimated 100 people, while hundreds of others remain missing.",S/2023/589_PAR_53_SEN_3
"The survivors, mainly young men, reported that women and children had been in the hull of the boat.",S/2023/589_PAR_53_SEN_4
Libya continues to be both a country of destination and transit for migrants and asylum -seekers.,S/2023/589_PAR_54_SEN_1
"According to IOM, the number of migrants in Libya stood at 706,062 Page 10 in February 2023, up from 635,051 in January 2022.",S/2023/589_PAR_54_SEN_2
"Meanwhile, the number of migrants attempting to cross the Mediterranean Sea from Libya increased during the reporting period.",S/2023/589_PAR_54_SEN_3
"As at 1 July 2023, 8,496 individuals, including women and children, have been intercepted and returned to Libya since the start of the year.",S/2023/589_PAR_54_SEN_4
An additional 780 people were reported dead and 944 missing between 1 January and 1 July.,S/2023/589_PAR_54_SEN_5
"Migrants and refugees who disembarked at Libyan ports to which United Nations humanitarian agen cies have access received basic emergency relief items, as well as health -care services and protection.",S/2023/589_PAR_54_SEN_6
"Most of the migrants were subsequently transferred to detention centres, to which the United Nations has limited access.",S/2023/589_PAR_54_SEN_7
"The United Nations continue d to observe the prolonged detention of migrant children with no judicial process, in violation of the country’s obligations under international human rights law.",S/2023/589_PAR_55_SEN_1
"Detained migrant children were released only if they had guaranteed durable solutions in plac e, namely voluntary humanitarian return facilitated by IOM or resettlement or evacuation to a third country facilitated by the Office of the United Nations High Commissioner for Refugees.",S/2023/589_PAR_55_SEN_2
"UNSMIL verified 24 cases of abduction of children from the Sudan, wh ere they had been registered as asylum -seekers and subsequently trafficked to Libya.",S/2023/589_PAR_55_SEN_3
"Monitoring by UNSMIL indicated that these children were subjected to further human rights violations in Libya, including forced labour in military camps without payment.",S/2023/589_PAR_55_SEN_4
U NICEF provided technical support and training for 10 social workers assigned by the Ministry of Social Affairs to monitor and follow up on the situation and provided life -saving services for children in detention centres.,S/2023/589_PAR_55_SEN_5
"In July, following clashes be tween residents and migrants in Sfax, Tunisia, hundreds of migrants, including children and expectant mothers, were forcibly transported to a deserted area on the border between Tunisia and Libya and abandoned without food or water.",S/2023/589_PAR_56_SEN_1
"By the end of July, Uni ted Nations funds, programmes and specialized agencies in Libya and Tunisia had scaled up their assistance to support refugees and asylum -seekers in need.",S/2023/589_PAR_56_SEN_2
Groups in vulnerable situations,S/2023/589_PAR_56_SEN_3
"UNSMIL continued to follow incidents of forced evictions a nd illegal demolitions in the historic city centre of Benghazi, including in central neighbourhoods and the Hesperides archaeological site.",S/2023/589_PAR_57_SEN_1
At least 100 individuals were forcibly evicted from their homes with limited or no compensation.,S/2023/589_PAR_57_SEN_2
"On 8 May, residents of the historic city centre demonstrated against the demolitions and forced evictions.",S/2023/589_PAR_57_SEN_3
"At least three individuals were arrested by the Tareq Bin Ziyad Brigade and released shortly afterwards, while several others were reportedly threatened.",S/2023/589_PAR_57_SEN_4
"Separately, in Tripoli, UNSMIL received reports of possible evictions in Abu Salim municipality of 350 internally displaced families from the east and followed up with the relevant authorities to find durable solutions for them.",S/2023/589_PAR_57_SEN_5
"On 4 May, four Tunisian women detaine es, allegedly linked to Da’esh, were repatriated with their five children from Judaydah prison in Tripoli to Tunisia.",S/2023/589_PAR_58_SEN_1
The women had been acquitted by a Mitiga court in March 2023.,S/2023/589_PAR_58_SEN_2
Nine others had been convicted and sentenced to 12 years in prison.,S/2023/589_PAR_58_SEN_3
Seven of those sentenced were held in prison with their children aged between 7 and 16 years.,S/2023/589_PAR_58_SEN_4
Transitional justice and rights -based reconciliation,S/2023/589_PAR_58_SEN_5
"On 11 May, the Prosecutor of the International Criminal Court gave a briefing to the Security Council on t he Court’s progress in prosecuting alleged crimes against humanity committed in Libya.",S/2023/589_PAR_59_SEN_1
"The Prosecutor stated that four warrants had been issued by judges of the Court, while applications had been submitted for two additional warrants.",S/2023/589_PAR_59_SEN_2
Page 11 60.,S/2023/589_PAR_59_SEN_3
"From 12 to 15 Ma y, UNSMIL held consultations with more than 70 victims of human rights violations, in Benghazi.",S/2023/589_PAR_59_SEN_4
"Participants included women, young people and internally displaced persons, as well as human rights activists and legal actors.",S/2023/589_PAR_59_SEN_5
"The consultations were conducted as part of Human Rights Council -mandated activities aimed at better understanding the needs and demands of victims, informing them of ongoing transitional justice efforts, enabling them to conduct advocacy concerning their rights and raising awareness of the importance of victims’ participation and representation in future transitional justice mechanisms (see Human Rights Council resolution ).",S/2023/589_PAR_59_SEN_6
"Separately, from 13 to 15 June, UNSMIL organized a work shop on international best practices for investigating grave human rights violations and crimes against humanity, with a focus on Tarhunah.",S/2023/589_PAR_59_SEN_7
The workshop brought together judicial forensics and criminal justice actors working to investigate grave human righ ts violations that had occurred in the town.,S/2023/589_PAR_59_SEN_8
Human rights due diligence policy,S/2023/589_PAR_59_SEN_9
"On 12 April, UNSMIL organized a meeting of the human rights due diligence policy task force to update participating United Nations country team members on the human r ights situation in Libya.",S/2023/589_PAR_60_SEN_1
"Participants endorsed the updated standard operating procedures, a set of forms for the vetting, screening and reporting of incidents and a set of key messages on United Nations human rights due diligence policy.",S/2023/589_PAR_60_SEN_2
Security sector 1.,S/2023/589_PAR_60_SEN_3
Support for Libyan planning for interim security arrangements and the unification of security forces,S/2023/589_PAR_60_SEN_4
"UNSMIL continued to advance discussions on the pre -disarmament, demobilization and reintegration process with the 5+5 Joint Mi litary Commission, civil society organizations and the international community.",S/2023/589_PAR_61_SEN_1
"On 16 May, UNSMIL organized a workshop on the role of civil society in supporting national disarmament, demobilization and reintegration institutions.",S/2023/589_PAR_62_SEN_1
"The workshop, which w as attended by 16 civil society organizations, enabled a dialogue to be initiated between civil society and disarmament, demobilization and reintegration stakeholders in Libya to discuss key concerns, including with regard to the demilitarization of reside ntial areas.",S/2023/589_PAR_62_SEN_2
"On 19 May, UNSMIL chaired a technical -level workshop on disarmament, demobilization and reintegration, in Tunis.",S/2023/589_PAR_63_SEN_1
"Officials from Germany, Japan, Netherlands (Kingdom of the), Spain, the United Kingdom of Great Britain and Northern Ireland, the United States of America and the European Union, together with representatives of international non -governmental organizations (NGOs) and the United Nations, discussed recent developments in the field of pre -disarmament, demobilization and reintegratio n.",S/2023/589_PAR_63_SEN_2
"At the meeting, the need to ensure interlinkages between the security working group of the Berlin process and other related working groups, such as the working group on international humanitarian law and human rights, was stressed and the importance of civil society in the pre -disarmament, demobilization and reintegration process was emphasized.",S/2023/589_PAR_63_SEN_3
"On 22 and 23 May, UNSMIL, along with the Libya Centre for Strategic Studies and Research, held a consultative dialogue on security challenges and possible solutions with regard to the participation of women in elections.",S/2023/589_PAR_64_SEN_1
"The two -day dialogue was attended by 30 participants, including representatives of the clergy, civil society and the Ministries of the Interior and Defence, and women candidates.",S/2023/589_PAR_64_SEN_2
"Participants concluded that to achieve an inclusive political process, there was a need to address obstacles to the political participation of women, such as cultural norms and religious Page 12 denominations, the activities of armed groups, the proliferation of small arms and light weapons, legislative gaps in the protection of women candidates and the role of the media in propagating hate speech against women.",S/2023/589_PAR_64_SEN_3
"On 27 and 28 May, UNSMIL, with the support of the standing capacity on security sector reform and governance, hel d consultations, in Benghazi, with the National Security Council, members of the House of Representatives and civil society to share information on the United Nations policy on security sector reform and security sector governance.",S/2023/589_PAR_65_SEN_1
The important role of ci vil society within security sector governance structures was underscored at the meeting.,S/2023/589_PAR_65_SEN_2
Arms and ammunition management,S/2023/589_PAR_65_SEN_3
"From 8 to 10 April, the Mine Action Service of UNSMIL, together with the Libyan Mine Action Centre, conducted quality assura nce of under -rubble clearance operations on a destroyed ammunition storage area in Misrata, which were being implemented by the HALO Trust, an international mine action NGO.",S/2023/589_PAR_66_SEN_1
The assessment was conducted as part of a joint quality assurance process.,S/2023/589_PAR_66_SEN_2
"On 30 May, the Mine Action Service of UNSMIL and the Libyan Mine Action Centre convened a coordination meeting of implementing partners in the mine action sector.",S/2023/589_PAR_67_SEN_1
"The meetings, attended by eight implementing partner organizations and key donors, contributed to building synergies in mine action operations and improving international coordination.",S/2023/589_PAR_67_SEN_2
"On 2 May, the Mine Action Service of UNSMIL and the Libyan Mine Action Centre commemorated the International Day for Mine Awareness and Assistance in Mine Action, in Libya.",S/2023/589_PAR_68_SEN_1
"The United Nations highlighted the critical importance of mine action in Libya for lasting peace, reconciliation, human rights and sustainable development.",S/2023/589_PAR_68_SEN_2
"Participants called for an end to the indiscriminate use of weapons in civilian areas dur ing armed conflict, which remains the primary cause of recontamination of previously demined areas with explosive remnants of war in Libya.",S/2023/589_PAR_68_SEN_3
Implementation of the ceasefire agreement,S/2023/589_PAR_68_SEN_4
No ceasefire violations were recorded during the reporting peri od.,S/2023/589_PAR_69_SEN_1
"UNSMIL continued to support the establishment of an effective Libyan ceasefire monitoring mechanism able to coordinate, monitor and assess progress on the withdrawal of foreign forces, foreign fighters and mercenaries and assist in Libyan efforts to implement the provisions of the ceasefire agreement, de -escalate tensions and build mutual trust among relevant Libyan actors.",S/2023/589_PAR_69_SEN_2
UNSMIL continued to provide technical assistance to the 5+5 Joint Military Commission and the Libyan monitors.,S/2023/589_PAR_70_SEN_1
"From 15 to 17 Ju ne, the Mission organized a workshop, held in Tunis, for Libyan monitors and 5+5 Joint Military Commission focal points on technical assistance for the operational plan for the departure of foreign forces, foreign fighters and mercenaries, including criter ia for identifying the strategic assembly areas to gather and prepare for the departure of foreign forces, foreign fighters and mercenaries and reporting templates for the authorities to register movements and departures.",S/2023/589_PAR_70_SEN_2
"UNSMIL ceasefire monitors continue d to support the Libyan liaison committee in its work with the liaison committees of Chad, the Niger and the Sudan.",S/2023/589_PAR_70_SEN_3
"The outbreak of fighting in the Sudan has significantly slowed down efforts aimed at achieving the full withdrawal of foreign forces, fo reign fighters and mercenaries from Libya.",S/2023/589_PAR_71_SEN_1
"Despite significant civilian movements from the Sudan into neighbouring countries, as at 29 May, no movement of fighters had been observed Page 13 between Libya and the Sudan.",S/2023/589_PAR_71_SEN_2
"Meanwhile, on 14 May, the Union des forces patriotiques pour la refondation, an opposition group from the Niger based in southern Libya, announced in a press conference that it would lay down its arms unconditionally.",S/2023/589_PAR_71_SEN_3
Empowerment of women,S/2023/589_PAR_71_SEN_4
Following the adoption of constitutional amendment No.,S/2023/589_PAR_72_SEN_1
"13, in March, which provides for a 20 per cent quota for women in the House of Representatives, UNSMIL engaged with women’s civil society groups and women representatives of the House of Representatives, the High State Council, municipalities and political parties to hear their views regarding the representation of women in the National Assembly.",S/2023/589_PAR_72_SEN_2
Women’s groups from the three regions of Libya engaged with decision -makers and the members of the 6+6 committee to convey their aspir ations for an electoral law that ensures the meaningful representation of women in the National Assembly.,S/2023/589_PAR_72_SEN_3
"In addition, concerted efforts between various stakeholders resulted in the drafting by the 6+6 committee of a gender -sensitive parliamentary electora l law providing for quotas for women and the guaranteed representation of women in electoral lists.",S/2023/589_PAR_72_SEN_4
"However, it was stipulated in that draft law that only 6 of the 90 seats in the Senate would be reserved for women.",S/2023/589_PAR_72_SEN_5
E.,S/2023/589_PAR_72_SEN_6
Youth and peace and security,S/2023/589_PAR_72_SEN_7
"Following a United Nations Population Fund (UNFPA) consultative workshop on human security, held in Sabha in February, UNFPA, UNDP and the World Food Programme developed a joint action plan for interventions targeting that municipality.",S/2023/589_PAR_73_SEN_1
"Furthermore, on 21 May, the Special Representative met with a group of youth leaders and activists in Misrata to hear their views on the current political challenges.",S/2023/589_PAR_73_SEN_2
"As part of the Human Rights 75 initiative, UNSMIL promoted and distributed copies of the Universal Decl aration of Human Rights.",S/2023/589_PAR_74_SEN_1
UNSMIL further promoted the concept of the Model United Nations simulation among youth groups and student unions to raise awareness of the Human Rights 75 initiative and the concepts of international relations and diplomacy.,S/2023/589_PAR_74_SEN_2
UNSMIL also supported youth groups and student unions across the country to hold local dialogues on political rights and reconciliation.,S/2023/589_PAR_74_SEN_3
"The working group on youth, co -chaired by UNFPA and the Ministry of Youth, continued to coordinate with the United Nation s funds, programmes and specialized agencies to strengthen youth participation in political, socioeconomic and peacebuilding processes.",S/2023/589_PAR_75_SEN_1
"In partnership with the African Development Bank, UNDP launched a programme to support youth empowerment and entrepreneu rship, as part of a local peacebuilding programme in the east of Libya.",S/2023/589_PAR_75_SEN_2
"Separately, Libyan young people participated in a climate landscape analysis for children study, launched by UNICEF in May, during which they demanded specific actions be taken on clim ate adaptation and mitigation.",S/2023/589_PAR_75_SEN_3
F.,S/2023/589_PAR_75_SEN_4
Coordination of international assistance,S/2023/589_PAR_75_SEN_5
"The first quarter of 2023 saw an increase in access constraints reported by humanitarian and development partners, with high levels of bureaucratic and administrative imped iments.",S/2023/589_PAR_76_SEN_1
"Interference in the work of humanitarian and development partners persisted in all parts of the country, with a noticeable increase in oversight by security actors, in particular of NGOs, including incidents involving Page 14 the brief detention of NGO sta ff.",S/2023/589_PAR_76_SEN_2
International and local NGOs continued to face uncertainty owing to the lack of a legal framework regulating their registration and work in the country.,S/2023/589_PAR_76_SEN_3
No improvement has been reported in the issuance of visas for international staff of international NGOs during the reporting period.,S/2023/589_PAR_76_SEN_4
"On 26 June, the United Nations in Libya launched its results report for 2022, in which it highlighted key results obtained during the final year of the United Nations Strategic Framework for Libya for the period 2019 t o 2022.",S/2023/589_PAR_77_SEN_1
"In 2022, the United Nations implemented 108 projects in 28 locations, including 75 nationally implemented projects that supported improved core government functions, stimulated economic recovery and built capacity for the delivery of quality social services to the benefit of thousands of people across the country.",S/2023/589_PAR_77_SEN_2
"On 13 July, a high -level event was held on the United Nations Sustainable Development Cooperation Framework for the period 2023 to 2025 with the Government of National Unity and develo pment partners, with a focus on a shared commitment to funding and financing prioritized programmes in the Cooperation Framework.",S/2023/589_PAR_78_SEN_1
G.,S/2023/589_PAR_78_SEN_2
"Humanitarian, peacebuilding and development support",S/2023/589_PAR_78_SEN_3
"To date, the humanitarian impact in Libya of the conflict in the Sudan has been limited.",S/2023/589_PAR_79_SEN_1
"According to an emergency tracking update by IOM on Libya, as at 3 July, close to 2,800 individuals – Sudanese and third -country nationals – had arrived in Kufrah from the Sudan and through Chad; the arrivals were as sessed as being mainly part of seasonal migration.",S/2023/589_PAR_79_SEN_2
"To ensure preparedness, the United Nations country team, led by the Office of the United Nations High Commissioner for Refugees, prepared a six-month contingency plan, and Libya was included in the United Nations regional response for the Sudan.",S/2023/589_PAR_79_SEN_3
"On 28 May, a delegation including the Deputy Special Representative, Resident and Humanitarian Coordinator visited Sabha to update and exchange with mayors, international NGOs, United Nations implementing partne rs and civil society organizations on peacebuilding and development support in southern Libya.",S/2023/589_PAR_80_SEN_1
"The delegation also met with local security actors who committed to supporting the work, safety and security of United Nations staff and its implementing partner s.",S/2023/589_PAR_80_SEN_2
"With the Ministries of Planning and Local Governance, and in accordance with the United Nations Sustainable Development Cooperation Framework, UNDP launched a local peacebuilding programme for southern Libya.",S/2023/589_PAR_81_SEN_1
"The programme is focused on boosting dev elopment efforts by strengthening trust between citizens, State institutions and among communities, promoting alternative livelihood opportunities and improving local institutions’ capacity to deliver enhanced priority services.",S/2023/589_PAR_81_SEN_2
"Furthermore, in respon se to a measles outbreak in Sabha in February 2023, UNICEF procured vaccines for 50,000 children, as well as 300,000 vitamin A capsules.",S/2023/589_PAR_82_SEN_1
The vaccination campaign was held in the second week of June.,S/2023/589_PAR_82_SEN_2
IV .,S/2023/589_PAR_82_SEN_3
Deployment of the Mission and security arrangemen ts,S/2023/589_PAR_82_SEN_4
The United Nations maintained an average presence of around 183 international staff members in Libya and 10 international staff members in Tunisia.,S/2023/589_PAR_83_SEN_1
"UNSMIL international staff in Tripoli continued to be accommodated at the Oea compound, protected b y the United Nations Guard Unit, with a troop strength of 234.",S/2023/589_PAR_83_SEN_2
"In Benghazi, staff continued to operate from the United Nations hub.",S/2023/589_PAR_83_SEN_3
Discussions are Page 15 ongoing with regard to establishing safe and secure office premises in Sirte and Sabha to enable the deploym ent of UNSMIL ceasefire monitors to Sirte and enhance United Nations development programmes in the central and southern regions.,S/2023/589_PAR_83_SEN_4
"The security situation remains complex, with a high threat level.",S/2023/589_PAR_84_SEN_1
"The use of heavy weapons by armed groups continued to pos e significant security challenges, with disputes often escalating into clashes, which continue to pose a general threat to the population and to United Nations activities in Tripoli.",S/2023/589_PAR_84_SEN_2
"In addition, foreign fighters, mercenaries and violent extremist organiza tions remain a threat to the relatively stable security situation in the eastern and southern regions.",S/2023/589_PAR_84_SEN_3
"In this operating context, the United Nations in Libya maintained a robust security presence in Tripoli and continued its engagement with Libyan security actors and international partners.",S/2023/589_PAR_84_SEN_4
"The annual United Nations Guard Unit rotation was conducted in two phases, on 12 and 19 May 2023.",S/2023/589_PAR_85_SEN_1
"A total of 228 troops departed, while 234 troops arrived as incoming contingent.",S/2023/589_PAR_85_SEN_2
Implementation of the recommendations of the 2021 independent strategic review,S/2023/589_PAR_85_SEN_3
"Throughout the reporting period, UNSMIL made efforts to implement the recommendations outlined in the independent strategic review by prioritizing recruitment and the redistribution of resource s.",S/2023/589_PAR_86_SEN_1
"The Mission specifically targeted a reduction in staff vacancies and enhanced mission support, while also evaluating the integrated security workforce structure and initiating measures to enhance staff well - being.",S/2023/589_PAR_86_SEN_2
"In addition, UNSMIL intensified its eff orts to promote coordination and coherence among the four dialogue tracks, namely on political, economic, security and human rights and humanitarian concerns.",S/2023/589_PAR_86_SEN_3
The Mission advanced on initiatives aimed at enhancing integration through the implementation of the United Nations Sustainable Development Cooperation Framework.,S/2023/589_PAR_87_SEN_1
"UNSMIL and the United Nations country team, with the support of the Folke Bernadotte Academy and the United Nations Secretariat, strengthened its utilization of the United Nations integr ation methodology and the integration and assessment planning policy.",S/2023/589_PAR_87_SEN_2
The objective was to foster collaboration and maximize the effectiveness of United Nations efforts through collective action.,S/2023/589_PAR_87_SEN_3
Observations and recommendations,S/2023/589_PAR_87_SEN_4
The political process in Libya has reached a critical stage.,S/2023/589_PAR_88_SEN_1
It is now crucial that all relevant Libyan institutions and actors demonstrate their stated commitment to conducting elections and make the necessary compromises to achieve an electoral framework that can be i mplemented and resolve all contested issues.,S/2023/589_PAR_88_SEN_2
The resolution to the crisis in Libya must be led and owned by the Libyan people themselves.,S/2023/589_PAR_89_SEN_1
"The United Nations, represented by my Special Representative, will maintain its engagement with Libyan stakeholders to facilitate discussions and ensure a sustainable path towards peace and stability.",S/2023/589_PAR_89_SEN_2
